ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	RMK_SEQ	REMARK	CYCLE_DATE
A9	30	W	W	LSAZ	1	BARIG - CANNE; Only available for traffic Non-RNAV equipped	200504
A9	40	W	W	LSAZ	1	BARIG - CANNE; Only available for traffic Non-RNAV equipped	200504
A9	50	W	W	LSAZ	1	BARIG - CANNE; Only available for traffic Non-RNAV equipped	200504
A9	60	W	W	LSAZ	1	BARIG - CANNE; Only available for traffic Non-RNAV equipped.	200504
A9	70	W	W	LSAZ	1	BARIG - CANNE; Only available for traffic Non-RNAV equipped.	200509
A91	110	E	W	UNAA	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200603
A91	120	E	W	UNKL	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200603
A91	140	E	W	UINN	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	150	E	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	160	E	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	170	E	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	180	E	W	UIII	1	VERT LIMITS ARE FL397/FL157 AND FL118/FL108.	200602
A91	190	E	W	UIII	1	VERT LIMITS ARE FL397/FL157 AND FL118/FL108.	200602
A91	250	E	W	UIAA	1	VERT LIMITS ARE FL397/FL299, FL197/FL167 AND FL98/FL79.	200602
A91	260	E	W	UIAA	1	VERT LIMITS ARE FL397/FL299, FL197/FL167 AND FL69.	200603
A91	270	E	W	UIAA	1	VERT LIMITS ARE FL397/FL167 AND FL69.	200603
A91	9730	W	W	UIAA	1	VERT LIMITS ARE FL397/FL167 AND FL69.	200603
A91	9740	W	W	UIAA	1	VERT LIMITS ARE FL397/FL299, FL197/FL167 AND FL69.	200603
A91	9750	W	W	UIAA	1	VERT LIMITS ARE FL397/FL299, FL197/FL167 AND FL98/FL79.	200602
A91	9810	W	W	UIII	1	VERT LIMITS ARE FL397/FL157 AND FL118/FL108.	200602
A91	9820	W	W	UIII	1	VERT LIMITS ARE FL397/FL157 AND FL118/FL108.	200602
A91	9830	W	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	9840	W	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	9850	W	W	UIII	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	9860	W	W	UINN	1	VERT LIMITS FL108/FL79 AND FL397/FL158.	200602
A91	9880	W	W	UNKL	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200603
A91	9890	W	W	UNAA	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200603
A91D	40	E	W	UIII	1	VERT LIMITS FL380/FL227 AND FL216/FL119.  THEY ARE AVAILABLE BY ATC REQUEST.	200510
A91D	50	E	W	UIII	1	VERT LIMITS FL236/ FL216 FL397/FL298 AVBL. VERT LIMITS FL118/FL108 FL177/FL167 AVBL ON REQUEST WITH ATC.	200510
A91D	9950	W	W	UIII	1	VERT LIMITS FL236/ FL216 FL397/FL298 AVBL. VERT LIMITS FL118/FL108 FL177/FL167 AVBL ON REQUEST WITH ATC.	200510
A91D	9960	W	W	UIII	1	VERT LIMITS FL380/FL227 AND FL216/FL119.  THEY ARE AVAILABLE BY ATC REQUEST.	200510
ALPHA	10	E	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200313
ALPHA	10	E	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210.  The block levels depicted cannot be used simultaneously.	200313
ALPHA	9990	W	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200313
ALPHA	9990	W	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210.  The block levels depicted cannot be used simultaneously.	200313
B1	20	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	30	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	40	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	50	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	60	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	70	E	W	EHAA	1	FL150 for predssured ACFT overflying Amsterdam DIR.  FL100 for flights crossing Schiphol TCA.	200508
B1	80	E	W	EHAA	1	FL150 for pressurized ACFT overflying Amsterdam FIR.  FL100 for flights crossingSchiphol TCA. Only available for traffic destination EDDL.	200508
B1	260	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B1	270	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B1	280	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B1	9720	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B1	9730	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B1	9740	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200413
B102	10	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B102	20	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B102	30	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200507
B102	40	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B102	80	E	W	UUWV	1	Vetical limits FL288/FL 266, FL347/FL299, and FL397/FL365.  FL288/FL 266 and FL397/FL365 available on coordination with ACC units.	200506
B102	90	E	W	UUWV	1	Vetical limits FL288/FL 266, FL347/FL299, and FL397/FL365.  FL288/FL 266 and FL397/FL365 available on coordination with ACC units.	200506
B102	9910	W	W	UUWV	1	Vetical limits FL288/FL 266, FL347/FL299, and FL397/FL365.  FL288/FL 266 and FL397/FL365 available on coordination with ACC units.	200506
B102	9920	W	W	UUWV	1	Vetical limits FL288/FL 266, FL347/FL299, and FL397/FL365.  FL288/FL 266 and FL397/FL365 available on coordination with ACC units.	200506
B102	9960	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B102	9970	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200507
B102	9980	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B102	9990	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200506
B11	9910	E	W	LECM	1	LIABLE TO LED52 ACTIVITY.	200312
B11	9920	E	W	LECM	1	FL210 OR BELOW WITH PRIOR ATC CLEARANCE.	200507
B11	9930	E	W	LECM	1	FL210 OR BELOW WITH PRIOR ATC CLEARANCE.	200507
B11	90	W	W	LECM	1	LIABLE TO LED52 ACTIVITY.	200312
B112	40	E	W	LECS	1	GADOR-AMR segment liable to LED36 activity.	200507
B112	50	E	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	60	E	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	70	E	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200209
B112	80	E	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	90	E	W	LECL	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	9910	W	W	LECL	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	9920	W	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	9930	W	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200209
B112	9940	W	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	9950	W	W	LECB	1	SEGMENT AMR VOR/DME TO ALT VOR/DME USABLE FOR TRAFFIC DESTINATION/OGN  MURCIA/SAN JAVIER ONLY. SEGMENT LIABLE TO LER63, LED97B AND LED22 ACTIVITY.	200507
B112	9960	W	W	LECS	1	GADOR-AMR segment liable to LED36 activity.	200507
B120	10	E	W	UMKK	1	AWY CLSD RANOK CPR to UMKK CPR, WED AND THUR 0900-1600Z AT ALL FLT LEVELS. ICAO Vertical Separation.	200413
B120	20	E	W	UMKK	1	AWY CLSD RANOK CPR to UMKK CPR, WED AND THUR 0900-1600Z AT ALL FLT LEVELS. ICAO Vertical Separation.	200413
B120	30	E	W	UMKK	1	ICAO Vertical Separation.	200413
B120	40	E	W	UMKK	1	ICAO Vertical Separation.	200413
B120	9960	W	W	UMKK	1	ICAO Vertical Separation.	200413
B120	9970	W	W	UMKK	1	ICAO Vertical Separation.	200413
B120	9980	W	W	UMKK	1	AWY CLSD RANOK CPR to UMKK CPR, WED AND THUR 0900-1600Z AT ALL FLT LEVELS. ICAO Vertical Separation.	200413
B120	9990	W	W	UMKK	1	AWY CLSD RANOK CPR to UMKK CPR, WED AND THUR 0900-1600Z AT ALL FLT LEVELS. ICAO Vertical Separation.	200413
B124	10	E	W	UHWW	1	AWY AVBL on SAT, SUN and Holidays, other days on coordination with ATC.	200313
B124	20	E	W	UHWW	1	Vert Limits are FL206/FL79 and FL397/FL332.  AWY AVBL on SAT, SUN and Holidays, other days on coordination with ATC.	200313
B124	9980	W	W	UHWW	1	Vert Limits are FL206/FL79 and FL397/FL332.  AWY AVBL on SAT, SUN and Holidays, other days on coordination with ATC.	200313
B124	9990	W	W	UHWW	1	AWY AVBL on SAT, SUN and Holidays, other days on coordination with ATC.	200313
B13	10	E	W	LFFF	1	CTL to BAXIR is usable on ACC instruction only.	200405
B13	9990	W	W	LFFF	1	CTL to BAXIR is usable on ACC instruction only.	200405
B141	10	E	W	ULLL	1	Vert limits are FL282/FL40 and FL397/FL299. FL282/FL40 is one-way west bound.	200410
B141	20	E	W	ULLL	1	Vert limits are FL282/FL40 and FL397/FL299. FL282/FL40 is one-way west bound.	200410
B141	9980	W	W	ULLL	1	Vert limits are FL282/FL40 and FL397/FL299. FL282/FL40 is one-way west bound.	200410
B141	9990	W	W	ULLL	1	Vert limits are FL282/FL40 and FL397/FL299. FL282/FL40 is one-way west bound.	200410
B145	10	E	W	URRV	1	Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200413
B145	20	E	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260. Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200602
B145	30	E	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260.	200602
B145	40	E	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260. Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200602
B145	9960	W	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260. Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200602
B145	9970	W	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260.	200602
B145	9980	W	W	URRV	1	VERT LIMITS FL196/FL187 AND FL330/FL260. Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200602
B145	9990	W	W	URRV	1	Use ICAO feet vert separation from ODIRA to MOBIT btn FL430/FL210.	200413
B148	10	E	W	UENN	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200506
B148	20	E	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B148	30	E	W	UENN	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B148	40	E	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	50	E	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	60	E	W	UHBP	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	70	E	W	UHBP	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	80	E	W	UHBP	1	VERT LIMITS ARE FL397/FL299 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	90	E	W	UHKK	1	VERT LIMITS ARE FL397/FL299 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B148	9930	W	W	UHBP	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	9940	W	W	UHBP	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	9950	W	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	9960	W	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200311
B148	9970	W	W	UENN	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B148	9980	W	W	UEEA	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B148	9990	W	W	UENN	1	VERT LIMITS ARE FL397/FL187 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200506
B149	10	E	W	UHBB	1	VERT LIMITS ARE FL78/FL50, FL397/FL332 AND FL528/FL430. FL528/FL430 AVAILABLE ONAGREEMENT WITH ATC.	200403
B149	20	E	W	UHBB	1	VERT LIMITS ARE FL397/FL50 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200312
B149	30	E	W	UHBB	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B149	40	E	W	UHBI	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B149	9960	W	W	UHBI	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B149	9970	W	W	UHBB	1	VERT LIMITS ARE FL397/FL99 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200313
B149	9980	W	W	UHBB	1	VERT LIMITS ARE FL397/FL50 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200312
B149	9990	W	W	UHBB	1	VERT LIMITS ARE FL78/FL50, FL397/FL332 AND FL528/FL430. FL528/FL430 AVAILABLE ONAGREEMENT WITH ATC.	200403
B150	10	E	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	20	E	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	30	E	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	40	E	W	UHBA	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	50	E	W	UHHH	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	60	E	W	UHHH	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	70	E	W	UHHH	1	Vert limits FL331/FL89 and FL528/FL348. FL528/FL348 AVBL on coordination with ATC.	200602
B150	80	E	W	UHHH	1	VERT LIMITS ARE FL331/FL60 AND FL528/FL348.  FL528/FL348 AVAILABLE ON AGREEMENT WITH ATC.	200602
B150	90	E	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	100	E	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	110	E	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	9890	W	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	9900	W	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	9910	W	W	UHBB	1	Vert Limits FL236/FL168 and FL528/FL246. FL528/FL246 AVBL on coordination with ATC.  Sokol NDB (PW) to UHHH (Khabarovsk/Novy) AVBL only for Russian Acft.	200602
B150	9920	W	W	UHHH	1	VERT LIMITS ARE FL331/FL60 AND FL528/FL348.  FL528/FL348 AVAILABLE ON AGREEMENT WITH ATC.	200602
B150	9930	W	W	UHHH	1	Vert limits FL331/FL89 and FL528/FL348. FL528/FL348 AVBL on coordination with ATC.	200602
B150	9940	W	W	UHHH	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	9950	W	W	UHHH	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	9960	W	W	UHBA	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	9970	W	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	9980	W	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B150	9990	W	W	UHBB	1	VERT LIMITS ARE - FL528/FL348, FL348/FL315, FL197/FL167 AND FL98/FL89.	200602
B152	10	E	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	20	E	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	30	E	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	40	E	W	UUYP	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	170	E	W	UERP	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	180	E	W	UERP	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	190	E	W	UENN	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	200	E	W	UENN	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	210	E	W	UEEE	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	220	E	W	UEEE	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	230	E	W	UEEA	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	240	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	250	E	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	260	E	W	UHBP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	270	E	W	UHBP	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	280	E	W	UHHH	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	290	E	W	UHHH	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9750	W	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9760	W	W	UELL	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9770	W	W	UEEA	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9780	W	W	UEEE	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9790	W	W	UEEE	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9800	W	W	UENN	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9810	W	W	UENN	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9820	W	W	UERP	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9830	W	W	UERP	1	VERT LIMITS ARE FL397/FL237 ADN FL528/FL430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
B152	9960	W	W	UUYP	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	9970	W	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	9980	W	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B152	9990	W	W	UUYY	1	FLIGHT LEVELS FROM FL299/ FL381 ARE CLOSED FOR NO-SCHEDULED ACFT BETWEEN 0900-1200 DAILY ON SEG UUYY-DILUN.	200509
B153	250	E	W	UERP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200313
B153	260	E	W	UERP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200506
B153	270	E	W	UENN	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200506
B153	280	E	W	UENN	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200506
B153	290	E	W	UEEE	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200506
B153	300	E	W	UEEA	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200311
B153	310	E	W	UEEA	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200311
B153	320	E	W	UHNN	1	VERT LIMITS ARE FL397/FL315 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENTWITH ATC.	200508
